sizeOfTrainingSet,averageError,stdErrorOfMeanError
134,0.21209392112599953,0.025425356425561377
135,0.21247876971693977,0.024971431956413315
136,0.2092045356194888,0.024898480493356714
137,0.21163557190235172,0.02462767562577129
138,0.21734182452623335,0.02505986935192703
139,0.21375260833650828,0.024709736125506646
140,0.21626467872730323,0.02480708759571063
141,0.21810015022116047,0.0236446427935544
142,0.21594349547315922,0.0248203596080972
143,0.2150721536539495,0.024185104316052267
144,0.21733117174037864,0.02402643412649919
145,0.22034550091837132,0.023618984482887663
146,0.21937802002578977,0.024758670131509
147,0.22044532636659483,0.024641628560801068
148,0.21837270145543983,0.023732716832340486
149,0.21972434997239282,0.023195943158994817
150,0.21691372228413822,0.0234464907727672
151,0.2109792240309928,0.023045870594444545
152,0.21593035975550967,0.02264887119430245
153,0.2140902280371104,0.023017414508641035
154,0.21123384536483458,0.02255761831293485
155,0.20999065568936723,0.021281300758692504
156,0.21412420995427028,0.022341517194393926
157,0.208830917374364,0.02215672374636009
158,0.21161203699452535,0.021560948181908946
159,0.20670043982246092,0.02174705235060179
160,0.20714039584887878,0.021354863918419672
161,0.2091352678931185,0.021906046632214023
162,0.20774403658083507,0.02118888707653888
163,0.2090790338654603,0.021380524107609284
164,0.20606809353083372,0.02118031173577429
165,0.20046729943049804,0.02131315018562201
166,0.2085163466100182,0.02098694472246231
167,0.20527461160719396,0.020591994217325448
168,0.20640221312482443,0.021129868492369395
169,0.20412289885005783,0.02120318511740041
170,0.2050903169704335,0.021244073064244983
171,0.211003009476832,0.02088505893053021
172,0.20566746134470618,0.020590201982052747
173,0.207465684867331,0.020802003983532005
174,0.2033562176099845,0.020893980010616393
175,0.20703397357304182,0.020867914443393462
176,0.20977286043284193,0.02102525110346803
177,0.20274057809689214,0.02042842766923654
178,0.2063607350066304,0.020344811572057385
179,0.19895333421283534,0.019100403104736777
180,0.2105736563690007,0.02057120098520521
181,0.20802387524076874,0.02071608507408746
182,0.20787970946782403,0.020062792326205475
183,0.2036775689806257,0.020199880628697802
184,0.20859961730348212,0.019677472394148323
185,0.20497194498990265,0.019997598884732196
186,0.20729561309729302,0.01929079108739824
187,0.20132153255811758,0.018992486507341207
188,0.2081708531534033,0.01906275409429687
189,0.2096565606508936,0.019076576767673017
190,0.2132144778216524,0.019337718948948986
191,0.20711748769027846,0.01797199080720943
192,0.2030971748211554,0.01938416533444319
193,0.20665839038682834,0.01936528308259281
194,0.20403653079430972,0.01998083598326102
195,0.21065160360772697,0.019665232953817127
196,0.20516051690652964,0.018134460336873662
197,0.2091179405796741,0.018262960982589192
198,0.20195626070776157,0.018323229250871636
199,0.21061141926316276,0.01826547317403949
200,0.20357141691286648,0.018339359174058118
201,0.21046700500484022,0.019167255780348027
202,0.20675381983816624,0.018617278290404077
203,0.2060582390848015,0.018365768815389854
204,0.20287316168738262,0.01861670015216503
205,0.20631432955924955,0.018047621829211755
206,0.20821075727790594,0.018215378054389022
207,0.20910267996841242,0.017750368136508488
208,0.20467149935928838,0.017993173948243523
209,0.203689342827137,0.01763837323646485
210,0.2108869756311178,0.018836919638653336
211,0.20188549711714895,0.018002922789972512
212,0.2061176552932177,0.018001226564742644
213,0.2049300743117928,0.018240531260386814
214,0.20454860181787182,0.017925629363002845
215,0.2093638732843101,0.01832638588235585
216,0.19769054751789997,0.01707554889583283
217,0.21429536631330848,0.017760464295795718
218,0.20384276437972274,0.016962826821508962
219,0.21354861395167454,0.018304626837465057
220,0.2070653499865106,0.018091782159659377
221,0.20721280452236535,0.017308980609058052
222,0.21297947006300091,0.017413515183528957
223,0.2071324236217354,0.017114479428802037
224,0.20762979655819278,0.01709709786775585
225,0.20987497022747992,0.017857317969407503
226,0.20842316471678868,0.01685428254357241
227,0.20526470179110765,0.016836725141796145
228,0.21105537386983633,0.017746239053116793
229,0.209087136061596,0.017040300016757475
230,0.20473811773742948,0.017138646912045707
231,0.2103179663499551,0.017366576746107264
232,0.20591505924612286,0.017089861712719184
233,0.20827706225216389,0.016942984818303728
234,0.19933096348068544,0.016498245634888484
235,0.20269379212707284,0.016904404339064052
236,0.20630475452542305,0.01646760027377352
237,0.20513599424010942,0.017007460148273475
238,0.2043568084181419,0.01657974342301073
239,0.20471264948216933,0.01670646221142904
240,0.20603700338250824,0.016946049958853075
241,0.2048494054605918,0.01722352185453266
242,0.20779017969965935,0.017178297451122607
243,0.20968470944251333,0.017372562869007895
244,0.20412854191554444,0.016870482755438003
245,0.20238410817725316,0.016727395224079105
246,0.20962831079800215,0.017356350200092407
247,0.20466070943857942,0.016447718873490395
248,0.20234839484947068,0.01663189643176322
249,0.20805632731637783,0.01627758064243845
250,0.2015227751476424,0.015824689486908596
251,0.20404944286601884,0.01685802144507946
252,0.20391240271819489,0.015992792383671937
253,0.19698677243345553,0.015735829276256053
254,0.203616934360138,0.01620581487857903
255,0.20273411252988235,0.016045783418057385
256,0.20456473172722117,0.01616691569756509
257,0.20106593314824361,0.016104431253778393
258,0.2004656382926873,0.015613322250044357
259,0.20525487842410806,0.016162723624087917
260,0.20439802735458526,0.016058336558664343
261,0.20275569724610873,0.016061435604205906
262,0.20093031124344896,0.015668967563627994
263,0.2012762537359127,0.015992017168359348
264,0.19685290842982275,0.015633627068569314
265,0.20057438783028295,0.016182088731659078
266,0.19945080137066545,0.015695511540194045
267,0.20563885704800486,0.0158641642486547
268,0.19792413908722145,0.01563586268268173
269,0.20483333951713786,0.015683534201055612
270,0.20970402432179874,0.01626094020136854
271,0.2002796625569463,0.015717434659059958
272,0.20542695450889212,0.016592960071242804
273,0.20237676354497672,0.015592410971254352
274,0.20319285411121588,0.015230942581071756
275,0.20435244240718228,0.016500348654182522
276,0.20340488461564696,0.015445359947181271
277,0.1997854317139302,0.015119035736264545
278,0.1988540902701872,0.015185435244593261
279,0.20664813524218542,0.016083925796684294
